Sendungstitel,season,Staffel,Folge,FolgenNr,Publikationsdatum,Dauer,Infos,Gast_1,Gast_2,Gast_3,Gast_4,Gast_5,Gast_6,Gast_7,Gast_8,Gast_9,Gast_10,Gast_11,Gast_12,Gast_13,Gast_14,Gast_15,Gast_16,Gast_17,Gast_18,Gast_19,Gast_20,Gast_21,instance_of,part_of_series,genre,presenter,original_broadcaster,country_of_origin,original_language_of_film_or_TV_show
Markus Lanz 24.03.2022,"Markus Lanz, Staffel 15",15,37,1651,24.03.2022,075'55,"23:20:36 - 00:36:31 075'55 O-Ton Interview Markus LANZ mit den Studiogästen Klaus VON DOHNANYI (ehem Erster Bgm Hamburg, SPD), Claudia MAJOR (Sicherheitsexpertin, Stiftung Wissenschaft und Politik), Julius VAN DE LAAR (Strategieberater), Karen PITTEL (Ökonomin) über die Schwerpunktthemen: der Krieg in der Ukraine; die Reaktion der NATO auf den Krieg in der Ukraine und die beschlossene Verstärkung der NATO-Truppen; die Geschichte vom Ukraine-Konflikt und der Abkommen vom Westen mit Russland; die Grenzen der Diplomatie im Umgang mit Russland; der mögliche Importstopp von russischem Gas und die Auswirkungen auf Europa.",Klaus VON,Claudia MAJOR,Julius VAN,Karen PITTEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 29.03.2022,"Markus Lanz, Staffel 15",15,38,1652,29.03.2022,076'57,"22:42:38 - 23:59:35 076'57 O-Ton Interview Markus LANZ mit den Studiogästen Peter TSCHENTSCHER (Erster Bgm Hamburg, SPD), Margarete KLEIN (Politologin, (Stiftung Wissenschaft und Politik), Hendrik STREECK (Virologe, Institut für Virologie Universitätsklinikum Bonn), Anna LEHMANN (Journalistin ""taz"") über die Schwerpunktthemen: - das Infektionsschutzgesetz, - den Russland-Ukraine-Krieg, - die Sanktionen gegen Russland",Peter TSCHENTSCHER,Margarete KLEIN,Hendrik STREECK,Anna LEHMANN,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 30.03.2022,"Markus Lanz, Staffel 15",15,39,1653,30.03.2022,076'44,"23:12:06 - 00:28:50 076'44 O-Ton Interview Markus LANZ mit den Studiogästen Katrin EIGENDORF (Journalistin, ZDF), Michael ROTH (SPD, Vors Auswärtiger Ausschuss), Marina OWSJANNIKOWA (Journalistin, Zuschaltung über Videotelefonie), Rüdiger BACHMANN (Ökonom, Zuschaltung über Videotelefonie) und Cordula TUTT (Journalistin, ""Wirtschaftswoche"") über die Schwerpunktthemen: die Kriegsstrategie von Putin mit der Zerstörung von Städten und zivilen Zielen; die Protestaktion im russischen Fernsehen von Marina Owsjannikowa; die Fehler der deutschen Energiepolitik mit Nord Stream 2; den Notfallplan der Regierung für ein drohendes Gasembargo; die wirtschaftswissenschaftlichen Modelle über die Auswirkungen von einem Gasembargo auf die deutsche Wirtschaft; die Möglichkeiten der Politik, die dann drohende Arbeitslosigkeit und Rezession abzufedern; die hohe Inflation und hohen Spritpreise in Deutschland.",Katrin EIGENDORF,Michael ROTH,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 31.03.2022,"Markus Lanz, Staffel 15",15,40,1654,31.03.2022,080'25,"23:18:53 - 00:39:18 080'25 O-Ton Interview Markus LANZ mit den Studiogästen BMWK Robert HABECK (Bündnis 90 / Die Grünen, Zuschaltung über Videotelefonie), Michael BRÖCKER (Chefredakteur ""The Pioneer""), Karen PITTEL (Ökonomin, ifo-Institut München), Gwendolyn SASSE (Politikwissenschaftlerin, Direktorin Zentrum für Osteuropa- und internationale Studien) über die Schwerpunktthemen: die Forderung von Putin, Gasimporte nur noch in Rubel zu bezahlen; die Abhängigkeit von Deutschland von russischem Gas; die Auswirkungen von einem möglichen Gasembargo auf die deutsche Wirtschaft; die Möglichkeiten das Wegbrechen von russischem Gasimport auszugleichen.",,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 05.04.2022,"Markus Lanz, Staffel 15",15,41,1655,05.04.2022,075'52,"23:03:19 - 00:19:11 075'52 O-Ton Interview Markus LANZ mit den Studiogästen BMG Karl LAUTERBACH (SPD), Katrin EIGENDORF (Journalistin, ZDF, Zuschaltung per Videotelefonie), Daniela SCHWARZER (Politologin, Direktorin für Europa und Eurasien der Open Society Foundations), Robin ALEXANDER (Journalist, ""Welt"") über die Schwerpunktthemen: - die Gräueltaten der russischen armee in Butscha - den Völkermord der russischen Streitkräfte in der Ukraine - deutsche Waffenlieferungen an die Ukraine und Embargo auf Gas aus Russland - die Verordnungen für Isolation für Covid-Infizierte und Quarantäne für Kontaktpersonen - die kommende Abstimmung im Bundestag über die Impfpflicht.",Karl LAUTERBACH,Katrin EIGENDORF,Daniela SCHWARZER,Robin ALEXANDER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 06.04.2022,"Markus Lanz, Staffel 15",15,42,1656,06.04.2022,047'35,"23:59:43 - 00:47:18 047'35 O-Ton Interview Markus LANZ mit den Studiogästen Lars KLINGBEIL (GenSekr SPD) und Alexander RODNYANSKY (Ökonom, Wirtschaftsberater vom Präsident der Ukraine Selenski) über die Schwerpunktthemen: der Krieg in der Ukraine; die von Russland begangenen Kriegsverbrechen in der Ukraine; die Forderung der Ukraine nach schnelleren Waffenlieferungen aus Deutschland; ein mögliches Embargo gegen russisches Öl und Gas; die Sanktionen gegen das russische Finanzsystem.",Lars KLINGBEIL,Alexander RODNYANSKY,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 07.04.2022,"Markus Lanz, Staffel 15",15,43,1657,07.04.2022,077'17,"23:18:40 - 00:35:57 077'17 O-Ton Interview Markus LANZ mit den Studiogästen Anton HOFREITER (MdB Bündnis 90 / Die Grünen), Hannah BETHKE (Journalistin, ""Neue Zürcher Zeitung""), Irina SCHERBAKOWA (Mitbegründerin russische Menschenrechtsorganisation ""Memorial""), Gerald KNAUS (Soziologe) über die Schwerpunktthemen: die Abstimmung über die Impfpflicht im Bundestag; die politische Kommunkation in der Coronapandemie; die von Russland begangenen Kriegsverbrechen in der Ukraine; die Parallelen zwischen den Kriegen in Tschetschenien und in der Ukraine heute; den Wandel von Russland seit dem Zerfall der Sowjetunion; die Möglichkeit von einem Energieembargo gegen Russland und die Auswirkungen auf Deutschland.",Anton HOFREITER,Hannah BETHKE,Irina SCHERBAKOWA,Gerald KNAUS,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 12.04.2022,"Markus Lanz, Staffel 15",15,44,1658,12.04.2022,075'44,"23:01:25 - 00:17:09 075'44 O-Ton Interview Markus LANZ mit den Studiogästen BMBAU Klara GEYWITZ (SPD), Helene BUBROWSKI (Journalistin, ""FAZ""), Florence GAUB (Sicherheitsexpertin, Institut der Europäischen Union für Sicherheitsstudien (EUISS)) und Lamia MESSARI-BECKER (Bauingenieurin) über die Schwerpunktthemen: der Rücktritt der ehem Familienministerin Anne Spiegel; der Krieg in der Ukraine; die möglichen Konsequenzen von einem Gasembargo auf Deutschland; die Pläne der Bundesregierung zum sozialen Wohnungsbau.",Klara GEYWITZ,Helene BUBROWSKI,Florence GAUB,Europäischen U,Lamia MESSARI-BECKER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 13.04.2022,"Markus Lanz, Staffel 15",15,45,1659,13.04.2022,045'04,"00:02:31 - 00:47:35 045'04 O-Ton Interview Markus LANZ mit den Studiogästen CAMPINO (Musiker ""Die Toten Hosen""), MARTERIA (Musiker) über die Schwerpunktthemen: Klischees und Vorurteile über Ostdeutschland und Westdeutschland; Rechtsextremismus in den neuen Bundesländern.",,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 14.04.2022,"Markus Lanz, Staffel 15",15,46,1660,14.04.2022,074'50,"10:00:00 - 11:14:50 074'50 O-Ton Interview Markus LANZ mit den Studiogästen Richard David PRECHT (Philosoph), Keneza AIT SI ABBOU LYADINI (Ingenieurin), Monika SCHNITZER (Ökonomin) über die Schwerpunktthemen: - Wandel und Zukunft der Arbeitswelt - bedingungsloses Grundeinkommen - die Entwicklung des Sozialstaats - den Einsatz von Robotern in der Altenpflege",Richard David PRECHT,Keneza AIT,Monika SCHNITZER,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 19.04.2022,"Markus Lanz, Staffel 15",15,47,1661,19.04.2022,075'51,"23:18:08 - 00:33:59 075'51 O-Ton Interview Markus LANZ mit den Studiogästen Marie-Agnes STRACK-ZIMMERMANN (Vors Verteidigungsausschuss im Deutschen Bundestag, FDP), Dr Christian MÖLLING (Deutsche Gesellschaft für Auswärtige Politik), Kerstin MÜNSTERMANN (Journalistin, ""Rheinische Post"") und Rüdiger VON FRITSCH (ehem deutscher Botschafter in Russland, März 2014 - Juni 2019) über die Schwerpunktthemen: Pressekonferenz von Olaf Scholz vom 19.04.2022 zu Waffenlieferungen von Deutschland an die Ukraine; Besuch von Marie-Agnes Strack-Zimmermann, Michael Roth, Anton Hofreiter in der Ukraine und ihre Forderung nach Lieferung schwerer Waffen; Spannungen innerhalb der Regierungskoalition zur Frage von Waffenlieferungen; Länderbeziehungen zwischen Deutschland und Russland sowie Beziehungen deutscher Politiker zu Putin in der Vergangenheit; Kriegsziele von Russland, geostrategische Bedeutung der Ukraine, Folgen für den Kriegsverlauf; Szenarien einer zukünftigen Weltordnung und Sicherheitsordnung.",Agnes STRACK-ZIMMERMANN,Dr Christian MÖLLING,Kerstin MÜNSTERMANN,Rüdiger VON,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 20.04.2022,"Markus Lanz, Staffel 15",15,48,1662,20.04.2022,075'46,"23:14:46 - 00:30:32 075'46 O-Ton Interview Markus LANZ mit den Studiogästen Ralf STEGNER (MdB SPD), Dr Sabine FISCHER (Politologin), Clemens FUEST (Ökonom, Präs ifo-Institut) und Tichon DSJADKO (Journalist, ehem Chefredakteur ""Doschd"", Zuschaltung über Videotelefonie) über die Schwerpunktthemen: den Kommunikationsstil der Regierung zum Ukraine-Krieg und Waffenlieferungen; die Forderung nach der Lieferung von schweren Waffen an die Ukraine; Fehler der deutschen Politik im Umgang mit Russland; die Entwicklung von Russland zu einer Diktatur; die deutsche Wirtschaftspolitik in Bezug auf Russland; die Auswirkungen vom Krieg und der Sanktionen gegen Russland auf die deutsche und die Weltwirtschaft.",Ralf STEGNER,Dr Sabine FISCHER,Clemens FUEST,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 21.04.2022,"Markus Lanz, Staffel 15",15,49,1663,21.04.2022,075'22,"23:17:56 - 00:33:18 075'22 O-Ton Interview Markus LANZ mit den Studiogästen Marielusie BECK (ehem MdB Bündnis 90 / Die Grünen, Gründerin ""Zentrum Liberale Moderne""), Ulrike HERRMANN (Journalistin, ""taz""), Carlo MASALA (Militärexperte) und Ronja KEMPIN (Politologin) über die Schwerpunktthemen: der Krieg in der Ukraine; die Debatte über Waffenlieferungen in der deutschen Politik; die Positionen der NATO-Mitglieder zu der Lieferung von Panzern an die Ukraine; die Präsidentschaftswahl in Frankreich.",Marielusie BECK,Ulrike HERRMANN,Carlo MASALA,Ronja KEMPIN,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 26.04.2022,"Markus Lanz, Staffel 15",15,50,1664,26.04.2022,076'13,"22:47:34 - 00:03:47 076'13 O-Ton Interview Markus LANZ mit den Studiogästen Roderich KIESEWETTER (MdB, CDU, Oberst aD), Olivia KORTAS (Journalistin ""Zeit""), Kristina DUNZ (Journalistin, ""RedaktionsNetzwerk Deutschland"") und Ulf RÖLLER (Leiter ZDF-Studio Ostasien, Zuschaltung über Videotelefonie) über die Schwerpunktthemen: die Energiepolitik von Polen und Deutschland mit Russland; die Position der Bundesregierung zu Waffenlieferungen an die Ukraine; die Wahrnehmung der deutschen Russland-Politik in Polen; die Fehler der deutschen Politik in Bezug auf Nord Stream 2, Russland und die Ukraine; die Einsparungen bei der Bundeswehr und Fehler bei der Verteidigungspolitik; die Gefahr vom Einsatz von Nuklearwaffen durch Russland; die Position von China zu Russland und dem Krieg; die Coronapolitik von China mit komplettem Lockdown von Shanghai; die zu erwartenden zukünftigen Auswirkungen und Entwicklung vom Krieg.",Roderich KIESEWETTER,Olivia KORTAS,Kristina DUNZ,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 27.04.2022,"Markus Lanz, Staffel 15",15,51,1665,27.04.2022,060'03,"23:46:54 - 00:46:57 060'03 O-Ton Interview Markus LANZ mit den Studiogästen Omid NOURIPOUR (Vors Bündnis 90 / Die Grünen), Claudia KADE (Journalistin, ""Die Welt""), Rüdiger BACHMANN (Ökonom) über die Schwerpunkthemen: - Lieferstopp von russischem Erdgas für Polen und Bulgarien - zum Ausstieg aus dem Import vom russischen Erdöl - Abhängigkeit Deutschlands von russischem Erdgas - die Geschäftsbeziehungen zwischen BASF und Gazprom - die Rolle von Manuela Schwesig und der Klimastiftung im Zusammenhang mit Nordstream zwei - die Rollen von SPD und den Grünen und bei den Waffenlieferungen für die Ukraine",Omid NOURIPOUR,Claudia KADE,Rüdiger BACHMANN,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 28.04.2022,"Markus Lanz, Staffel 15",15,52,1666,28.04.2022,076'22,"23:17:32 - 00:33:54 076'22 O-Ton Interview Markus LANZ mit den Studiogästen Thomas DE MAIZIERE (ehem BMI, CDU), Claudia MAJOR (Sicherheitsexpertin), Alice BOTA (Journalistin, ""Zeit"") und Wolfram WEIMER (Publizist) über die Schwerpunktthemen: die Lage der Zivilisten in Mariupol; die Kommunikation der Politik und von Scholz über Waffenlieferungen an die Ukraine; über die Drohung mit Nuklearwaffen durch Russland und der Umgang von Scholz damit; die Lieferung von Panzern an die Ukraine und der Zustand der deutschen Panzer; der Zustand der Bundeswehr und die Aufgaben der Bundeswehr; die Reaktion der Politik auf die Annexion der Krim und Warnungen vor Russland; das Festhalten der deutschen Politik an Nord Stream 2.",Thomas DE,Claudia MAJOR,Alice BOTA,Wolfram WEIMER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 03.05.2022,"Markus Lanz, Staffel 15",15,53,1667,03.05.2022,076'07,"22:48:14 - 00:04:21 076'07 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (GenSekr SPD), Robin ALEXANDER (Chefredakteur ""Welt""), Jana PUGLIERIN (Politologin, European Council on Foreign Relations) und Reinhard MERKEL (Rechtsphilosoph) über die Schwerpunktthemen: die Reise von deutschen Politikern in die Ukraine; eine mögliche Reise von Bundeskanzler Scholz in die Ukraine; der offene Brief an Scholz gegen die Lieferung schwerer Waffen; die Forderung nach einem Waffenstillstand und Verhandlungen; die Gefahr von einem Atomkrieg und der Umgang der deutschen Politik damit.",Kevin KÜHNERT,Robin ALEXANDER,Jana PUGLIERIN,Reinhard MERKEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 04.05.2022,"Markus Lanz, Staffel 15",15,54,1668,04.05.2022,046'33,"00:10:43 - 00:57:16 046'33 O-Ton Interview Markus LANZ mit den Studiogästen Norbert RÖTTGEN (Außenpolitiker, CDU) und Klaus MÜLLER (Präs Bundesnetzagentur) über die Schwerpunktthemen: - über die Auslandsreise von Friedrich Merz in die Ukraine - über die Waffenlieferungen in die Ukraine - über ein Öl-Embargo gegen Russland - über ein Erdgas-Embargo und die Vorbereitungen, um eine Gasnotlage zu vermeiden oder zu managen",Norbert RÖTTGEN,Klaus MÜLLER,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 05.05.2022,"Markus Lanz, Staffel 15",15,55,1669,05.05.2022,073'04,"23:18:55 - 00:31:59 073'04 O-Ton Interview Markus LANZ mit den Studiogästen BMAS Hubertus HEIL (SPD), Wolfgang MERKEL (Politologe), Golineh ATAI (Journalistin) und Matthias HORX (Zukunftsforscher) über die Schwerpunktthemen: der Krieg in der Ukraine; die deutsche Russland-Politik der letzten Jahrzehnte; die deutsche Abhängigkeit von russischer Energie und der politische Umgang damit; die Schwierigkeiten für die Politik, mit ethisch schwierigen Konflikten umzugehen; die politische Kommunikation der Bundesregierung zu Waffenlieferungen und der Gefahr von einem Atomkrieg; die Reaktion der deutschen Politik auf Warnungen vor Putin und der Entwicklung in Russland; der von Merkel unterzeichnete offene Brief an Scholz über die Lieferung schwerer Waffen und einen drohenden Atomkrieg.",Hubertus HEIL,Wolfgang MERKEL,Golineh ATAI,Matthias HORX,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 10.05.2022,"Markus Lanz, Staffel 15",15,56,1670,10.05.2022,075'42,"22:45:50 - 00:01:32 075'42 O-Ton Interview Markus LANZ mit den Studiogästen Anton HOFREITER (MdB, Bündnis 90 / Die Grünen), Michael BRÖCKER (Chefredakteur ""Pioneer""), Liana FIX (Politikwissenschaftlerin, Körber-Stiftung) und Lars POHLMEIER (Arzt, Deutschlandvors ""Internationale Ärztinnen und Ärzte zur Verhütung des Atomkriegs"") über die Schwerpunktthemen: der Krieg in der Ukraine; die Reise von Außenministerine Barbock und Abgeordneten in die Ukraine und ob Scholz auch nach Kiew reisen solle; die Drohung von Russland, Nuklearwaffen einzusetzen; die Waffenlieferungen an die Ukraine und was bei einem Stopp der Waffenlieferungen passieren würde; die Wahrnehmung der deutschen Ukraine-Politik im Ausland und in der Ukraine; die Wahrscheinlichkeit für die Ukraine, den Krieg zu gewinnen; die Rolle von Deutschland im Ukraine-Krieg; die vergangene und gegenwärtige deutsche Russland-Politik; die Möglichkeiten, um einen Waffenstillstand zu erreichen und zu sichern.",Anton HOFREITER,Michael BRÖCKER,Liana FIX,Lars POHLMEIER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 11.05.2022,"Markus Lanz, Staffel 15",15,57,1671,11.05.2022,074'16,"23:15:33 - 00:29:49 074'16 O-Ton Interview Markus LANZ mit den Studiogästen BMJ Marco BUSCHMANN (FDP), Helene BUBROWSKI (Journalistin, FAZ), Gwendolyn SASSE (Politologin, Zentrum für Osteuropa- und internationale Studien), Manfred LÜTZ (Psychiater) über die Schwerpunktthemen: - Wahlergebnis bei der Landtagswahl in Schleswig-Holstein und die reaktionen der Parteien darauf - Verteidigungsministerin Christine Lambrecht, die ihren Sohn bei einer Dienstreise im Helikopter mitgenommen hat - die Kommunikation von BK Olaf Scholz - die völkerrechtliche Rechtslage zur Unterstützung der Ukraine im Krieg gegen Russland - das politische System in Russland - das Infektionsschutzgesetz",Marco BUSCHMANN,Helene BUBROWSKI,Gwendolyn SASSE,Manfred LÜTZ,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 12.05.2022,"Markus Lanz, Staffel 15",15,58,1672,12.05.2022,074'49,"23:18:57 - 00:33:46 074'49 O-Ton Interview Markus LANZ mit den Studiogästen Jürgen TRITTIN (MdB, Bündnis 90 / Die Grünen), Maren URNER (Neurowissenschaftlerin), Julian NIDA-RÜMELIN (Philosoph) und Diana KINNERT (Politikerin und Publizistin, CDU) über die Schwerpunktthemen: Positionen zu Waffenlieferungen an die Ukraine, Bestimmungsfaktoren der Politik der Bundesregierung gegenüber der Ukraine; Umgang mit der Angst vor einer Eskalation des Krieges, gesellschaftliche und politische Voraussetzungen für einen konstruktiven Dialog und das Erleben von Selbstwirksamkeit; Polarisierungstendenzen in der Gesellschaft als Gefahr für die Demokratie, Möglichkeiten einer Neugestaltung von Politik und politischem Diskurs; Russland-Bild sowie Politik gegenüber Russland der Parteien in Deutschland, der Bundesregierung und der Landesregierung in Niedersachsen unter Gerhard Schröder seit 1990; Positionen gegenüber Russland und Wladimir Putin bei Bündnis 90 / Die Grünen, abweichende Haltung in der Vergangenheit von Robert Habeck bzgl Waffenlieferungen; Folgen von einem Ölembargo, Gründe für die Ablehnung vom Embargo durch Malta und Zypern.",Jürgen TRITTIN,Maren URNER,Julian NIDA-RÜMELIN,Diana KINNERT,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 17.05.2022,"Markus Lanz, Staffel 15",15,59,1673,17.05.2022,075'34,"22:45:34 - 00:01:08 075'34 O-Ton Interview Markus LANZ mit den Studiogästen Lars KLINGBEIL (Vors SPD), Kerstin MÜNSTERMANN (Journalistin ""Rheinischen Post""), Christoph REUTER (Journalist ""Spiegel"") und Harald WELZER (Publizist, Soziologe) über die Schwerpunktthemen: die Landtagswahl in Nordrhein-Westfalen und das schlechte Abschneiden der SPD; die Fehleranalyse der SPD zur Wahl und richtige politische Kommunikation; die Kommunikation der Regierung und Bundeskanzler Scholz zu Waffenlieferungen an die Ukraine; die Waffenlieferungen und mögliche Strategien um den Krieg zu beenden; die Strategien von Russland, der Ukraine und vom Westen im Krieg.",Lars KLINGBEIL,Kerstin MÜNSTERMANN,Christoph REUTER,Harald WELZER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 18.05.2022,"Markus Lanz, Staffel 15",15,60,1674,18.05.2022,074'48,"23:14:27 - 00:29:15 074'48 O-Ton Interview Markus LANZ mit den Studiogästen Jens SPAHN (ehemaliger Bundesgesundheitsminister, CDU), Kristina DUNZ (Journalistin, ""RedaktionsNetzwerk Deutschland""), Eva HÖGL (Wehrbeauftragte Deutscher Bundestag, SPD) und Sönke NEITZEL (Militärexperte) über die Schwerpunktthemen: - die Zusammenarbeit von Jens Spahn mit Friedrich Merz in der CDU - die Gesundheitspolitik von Jens Spahn als Bundesgesundheitsminister während der Pandemie - die Koalitionsverhandlungen in Nordrhein-Westfalen - den Ausstieg der Kernenergie und die Verlängerung der Laufzeiten von Atomkraftwerken - die Amtsführung von Bundesverteidigungsministerin Christine Lambrecht - die Missstände in der Bundeswehr bei Ausrüstung und Beschaffung - die Verteidigungsfähigkeit Deutschlands.",Jens SPAHN,Kristina DUNZ,Eva HÖGL,Sönke NEITZEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 19.05.2022,"Markus Lanz, Staffel 15",15,61,1675,19.05.2022,077'01,"23:18:21 - 00:35:22 077'01 O-Ton Interview Markus LANZ mit den Studiogästen Johannes VOGEL (stellv Vors FDP), Sahra WAGENKNECHT (Die Linke), Daniela SCHWARZER (Politologin, Direktorin für Europa und Eurasien Open Society Foundations) und Paul RONZHEIMER (stellv Chefredakteur ""Bild"") über die Schwerpunktthemen: Maßnahmen der Bundesregierung zur Entlastung der Bürger in Deutschland (Entlastungspaket), unterschiedliche Wege in europäischen Ländern zur Absenkung der Benzinpreise, Forderungen nach einer Übergewinsteuer für Mineralölkonzerne, Auslassung der Rentner beim sogenannten Energiegeld; Hintergründe und Ursachen für den Krieg von Russland gegen die Ukraine, Voraussetzungen für Friedensverhandlungen und eine Beendigung vom Krieg, Gründe für das Scheitern der Friedensverhandlungen in Istanbul, Kriegsziele von Russland, Ukraine, USA und der NATO, Verteidigungsfähigkeit der Ukraine, Rolle der Kriegsverbrechen in Butscha für den Kriegsverlauf; politische und gesellschaftliche Entwicklungen und Veränderungen in der Ukraine seit 2014; Rolle des Regiment Asow (Bataillon Asow), Einfluss von Neonazis.",Johannes VOGEL,Sahra WAGENKNECHT,Daniela SCHWARZER,Paul RONZHEIMER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 24.05.2022,"Markus Lanz, Staffel 15",15,62,1676,24.05.2022,073'47,"23:31:34 - 00:45:21 073'47 O-Ton Interview Markus LANZ mit den Studiogästen Gerald KNAUS (Migrationsforscher), Cordula TUTT (Journalistin, ""Wirtschaftswoche"") und Matin QAIM (Agrarökonom) über die Schwerpunktthemen: die Zukunft von Europa und der EU angesichts vom Ukraine-Krieg; die deutsche Russland-Politik und Abhängigkeit von russischer Energie; die drohende Hungerkrise durch die Blockade vom Weizenexport durch Russland; die Zukunft der weltweiten Ernährungslage. die Energiesicherheit und Energiewende in Deutschland; die steigende Inflation; die weltweiten Fluchtbewegungen; der Arbeitskräftemangel in Deutschland.",Gerald KNAUS,Cordula TUTT,Matin QAIM,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 25.05.2022,"Markus Lanz, Staffel 15",15,63,1677,25.05.2022,075'51,"23:15:35 - 00:31:26 075'51 O-Ton Interview Markus LANZ mit den Studiogästen BMG Karl LAUTERBACH (SPD), Mariam LAU (Journalistin, ""Die Zeit""), Dr Alicia BAIER (Gynäkologin) und Ulrike SCHARF (Staatsministerin für Familie, Arbeit und Soziales Bayern, CSU) über die Schwerpunktthemen: der Ausbruch von Affenpocken in Deutschland; die Coronapolitik der Bundesregierung und von Gesundheitsminister Lauterbach; die Abschaffung vom Paragraph 219a zum Werbeverbot für Abtreibungen; die Probleme für Ärzte und Schwangere durch die Gesetzeslage und die Versorgungslage; der Paragraph 218 und Möglichkeiten seiner Reformierung.",Karl LAUTERBACH,Mariam LAU,Dr Alicia BAIER,Ulrike SCHARF,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 26.05.2022,"Markus Lanz, Staffel 15",15,64,1678,26.05.2022,074'01,"22:01:02 - 23:15:03 074'01 O-Ton Interview Markus LANZ mit den Studiogästen Bijan DJIR-SARAI (GenSekr FDP), Ulrike HERRMANN (Journalistin, ""taz""), Mojib LATIF (Meteorologe, Präs ""Deutschen Gesellschaft Club of Rome"") und Sascha LOBO (Autor) über die Schwerpunktthemen: das schlechte Abschneiden der FDP bei Landtagswahlen, auch in NRW; die Verkehrspolitik der FDP; die Debatte über das Tempolimit; die für den Klimaschutz notwendigen energiepolitischen und strukturellen Veränderungen.",Bijan DJIR-SARAI,Ulrike HERRMANN,Mojib LATIF,Sascha LOBO,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
