Sendungstitel,season,Staffel,Folge,FolgenNr,Publikationsdatum,Dauer,Infos,Gast_1,Gast_2,Gast_3,Gast_4,Gast_5,Gast_6,Gast_7,Gast_8,Gast_9,Gast_10,Gast_11,Gast_12,Gast_13,Gast_14,Gast_15,Gast_16,Gast_17,Gast_18,Gast_19,Gast_20,Gast_21,instance_of,part_of_series,genre,presenter,original_broadcaster,country_of_origin,original_language_of_film_or_TV_show
Markus Lanz 31.05.2022,"Markus Lanz, Staffel 15",15,65,1679,31.05.2022,074'19,"23:27:34 - 00:41:53 074'19 O-Ton Interview Markus LANZ mit den Studiogästen Hanna POLONSKA (Deutschlehrerin, Zuschaltung per Videotelefonie), Norbert RÖTTGEN (Außenpolitiker, CDU), Jan VAN AKEN (Die Linke), Liana FIX (Politikwissenschaftlerin), Marcel FRATZSCHER (Ökonom, Präs Deutsches Institut für Wirtschaftsforschung DIW) über die Schwerpunktthemen: - das Kriegsopfer Hanna Polonska, die Ehemann und ungeborenes Kind beim Fluchtversuch aus Butscha verloren hat - Russland-Ukraine-Krieg - Waffenlieferungen an die Ukraine - Sanktionen gegen Russland - Käuferkartell - Inflation in Deutschland",Hanna POLONSKA,Norbert RÖTTGEN,Jan VAN,Liana FIX,Marcel FRATZSCHER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 01.06.2022,"Markus Lanz, Staffel 15",15,66,1680,01.06.2022,075'57,"23:18:07 - 00:34:04 075'57 O-Ton Interview Markus LANZ mit den Studiogästen BMAUSW Annalena BAERBOCK (Bündnis 90 / Die Grünen, Zuschaltung per Videotelefonie), Carsten LINNEMANN (stellv Vors CDU), Anja MAIER (Journalistin), Christoph GIESEN (Journalist, ""Der Spiegel""), Ulf RÖLLER (Journalist, Leiter ZDF-Studio Ostasien, Zuschaltung per Videotelefonie) über die Schwerpunktthemen: - Unterstützung der Ukraine im Krieg gegen Russland - Waffenlieferungen an die Ukraine - Öl-Embargo - Bildung eines Kartells zum Einkauf von Öl - das Sozialsystem in Deutschland - ""Xinjiang Police Files"" - die Abhängigkeit Deutschlands von China",Annalena BAERBOCK,Carsten LINNEMANN,Anja MAIER,Christoph GIESEN,Ulf RÖLLER,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 02.06.2022,"Markus Lanz, Staffel 15",15,67,1681,02.06.2022,074'55,"23:14:23 - 00:29:18 074'55 O-Ton Interview Markus LANZ mit den Studiogästen Marie-Agnes STRACK-ZIMMERMANN (Vors Verteidigungsausschuss FDP), Frederik PLEITGEN (Journalist, ""CNN""), Natalie AMIRI (Journalistin) und Ulrike GUEROT (Politikwissenschaftlerin, Universität Bonn) über die Schwerpunktthemen: Waffenlieferungen an die Ukraine; die Strategien, um den Krieg zu beenden; die von russischen Soldaten begangenen Kriegsverbrechen; die aktuelle Lage in Afghanistan; die Herrschaft der Taliban und das Versagen vom Westen in Afghanistan.",Agnes STRACK-ZIMMERMANN,Frederik PLEITGEN,Natalie AMIRI,Ulrike GUEROT,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 07.06.2022,"Markus Lanz, Staffel 15",15,68,1682,07.06.2022,076'59,"23:36:46 - 00:53:45 076'59 O-Ton Interview Markus LANZ mit den Studiogästen Friedrich MERZ (Vors CDU), Ulrike HERRMANN (Journalistin, ""taz""), Rüdiger VON FRITSCH (Ex-Diplomat, früherer Botschafter in Moskau), Janka OERTEL (Sinologin, ""European Council on Foreign Relations"") über die Schwerpunktthemen: - Russland-Ukraine-Krieg - Waffenlieferungen an die Ukraine - die Reise von Friedrich Merz in die Ukraine - die Beziehung zwischen Russland und China - die deutschen Wirtschaftsbeziehungen zu China",Friedrich MERZ,Ulrike HERRMANN,Rüdiger VON,Janka OERTEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 08.06.2022,"Markus Lanz, Staffel 15",15,69,1683,08.06.2022,075'24,"23:13:48 - 00:29:12 075'24 O-Ton Interview Markus LANZ mit den Studiogästen BMINN Nancy FAESER (SPD), Michael BRÖCKER (Chefredakteur ""The Pioneer""), Linus NEUMANN (IT-Sicherheitsexperte) und Julia VON WEILER (Psychologin, Chefin Kinderhilfsorganisation ""Innocence in Danger"") über die Schwerpunktthemen: der Vorfall in Berlin, bei dem ein Auto in eine Menschenmenge fuhr; die ukrainischen Flüchtlinge in Deutschland; die Cybersicherheit und mögliche Gefahren von Sabotage der Infrastruktur; der Missbrauchskomplex Wermelskirchen; die digitalen Kinderpornografie und über mögliche Gegenmaßnahmen; ein neuer EU-Gesetzesvorschlag zum Kinderschutz.",Nancy FAESER,Michael BRÖCKER,Linus NEUMANN,Julia VON,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 09.06.2022,"Markus Lanz, Staffel 15",15,70,1684,09.06.2022,079'46,"23:28:21 - 00:48:07 079'46 O-Ton Interview Markus LANZ mit den Studiogästen Omid NOURIPOUR (Vors Bündnis 90 / Die Grünen), Peter ALTMAIER (CDU, ehem BMWE), Eva QUADBECK (stellv Chefredakteurin ""RedaktionsNetzwerk Deutschland""), Jana PUGLIERIN (Politologin) über die Schwerpunktthemen: den Tankrabatt und die Wirtschaftspolitik angesichts vom Ukraine-Krieg; die Übergewinnsteuer für Ölkonzerne; die derzeitige Situation in der Ukraine; die militärischen Strategien und Kriegsverbrechen der russischen Armee; die Waffenlieferungen an die Ukraine; die Möglichkeiten, wie der Krieg beendet werden könne; mögliche Grenzen der Unterstützung der Ukraine; die Energiepolitik der vorherigen Bundesregierung; die deutsche Abhängigkeit von russischer Energie; der Ausbau der erneuerbaren Energien; die politischen Möglichkeiten kritische Infrastruktur zu schützen.",Omid NOURIPOUR,Peter ALTMAIER,Eva QUADBECK,Jana PUGLIERIN,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 14.06.2022,"Markus Lanz, Staffel 15",15,71,1685,14.06.2022,075'18,"23:34:25 - 00:49:43 075'18 O-Ton Interview Markus LANZ mit den Studiogästen BMBF Bettina STARK-WATZINGER (FDP), Kerstin MÜNSTERMANN (Journalistin, ""Rheinischen Post""), Stephan GRÜNEWALD (Psychologe) und Dr Jana SCHROEDER (Virologin) über die Schwerpunktthemen: die Kiew-Reise von Bundeskanzler Olaf Scholz; die Kriegsziele der Ukraine und mögliche Grenzen der Unterstützung durch Deutschland; die Entlastungsmaßnahmen mit Tankrabatt und 9-Euro-Ticket; die Debatte um ein soziales Pflichtjahr; die Auswirkungen der Pandemie und Schulschließungen auf junge Menschen; die Coronamaßnahmen und Maskenpflicht.",Bettina STARK-WATZINGER,Kerstin MÜNSTERMANN,Stephan GRÜNEWALD,Dr Jana SCHROEDER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 15.06.2022,"Markus Lanz, Staffel 15",15,72,1686,15.06.2022,075'54,"23:14:38 - 00:30:32 075'54 O-Ton Interview Markus LANZ mit den Studiogästen Michael MÜLLER (ehem RBm Berlin, MdB, SPD), Claudia KADE (Journalistin, Leiterin Ressort Politik ""Die Welt""), Gwendolyn SASSE (Politologin, Direktorin Zentrum für Osteuropa- und internationale Studien) und Dr Stefan KOOTHS (Ökonom, Vizepräs Institut für Weltwirtschaft Kiel, Prof für Volkswirtschaftslehre an der University of Applied Sciences Europe, Berlin) über die Schwerpunktthemen: Besuch von Olaf Scholz in Kiew, Äußerungen von Woldodmir Selenski zu den Beziehungen zwischen Deutschland und der Ukraine, Status der Waffenlieferungen von Deutschland an die Ukraine; politische Wirkung und ökonomische Folgen eines Beitritts der Ukraine zur EU; Kriegsverlauf in der Ukraine; wirtschaftliche Folgen des Kriegs in der Ukraine; gesamtwirtschaftliche Situation in Deutschland, Gründe für die Inflation, Wirksamkeit der Maßnahmen zur Entlastung durch die Bundesregierung.",Michael MÜLLER,Claudia KADE,Gwendolyn SASSE,Dr Stefan KOOTHS,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 16.06.2022,"Markus Lanz, Staffel 15",15,73,1687,16.06.2022,076'13,"23:32:12 - 00:48:25 076'13 O-Ton Interview Markus LANZ mit den Studiogästen Wladimir KLITSCHKO (Boxer, Zuschaltung über Videotelefonie), Manfred WEBER (Fraktionsvors EVP im EP, CSU), Kristina DUNZ (Journalistin, ""Redaktionsnetzwerks Deutschland"") und Dr Christian MÖLLING (Militärexperte) über die Schwerpunktthemen: der Besuch vom Bundeskanzler Olaf Scholz, dem französischen, italienischen und rumänischen Präsidenten in der Ukraine; die Waffenlieferungen aus Deutschland an die Ukraine; der Kriegsverlauf und die militärischen Strategien der Ukraine und von Russland; die Aussichten für einen Waffenstillstand oder Friedensvertrag; die Veränderung, die der Krieg für die Weltordnung und Europa bedeute.",,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 21.06.2022,"Markus Lanz, Staffel 15",15,74,1688,21.06.2022,075'59,"23:17:03 - 00:33:02 075'59 O-Ton Interview Markus LANZ mit den Studiogästen Stephan WEIL (MPr Nidersachsen, SPD), Robin ALEXANDER (Chefredakteur ""Welt""), Monika SCHNITZER (Ökonomin, Wirtschaftsweise) und Johannes HANO (Journalist, ZDF, Zuschaltung über Videotelefonie) über die Schwerpunktthemen: den Gasnotfallplan der Bundesregierung; die Fehler der Politik im Umgang mit dem Verkauf deutscher Gasinfrastruktur an russische Unternehmen; die Widerstandsbreitschaft der Ukrainer; die mögliche Beteiligung der NATO am Krieg; die deutschen Waffenlieferungen an die Ukraine; die Abhängigkeit von Deutschland von russischer Energie und von China als Exportmarkt; das Streben von China nach Unabhängigkeit und Strategien dafür.",Stephan WEIL,Robin ALEXANDER,Monika SCHNITZER,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 22.06.2022,"Markus Lanz, Staffel 15",15,75,1689,22.06.2022,075'04,"23:12:53 - 00:27:57 075'04 O-Ton Interview Markus LANZ mit den Studiogästen Alexander GRAF LAMBSDORFF (stellv Fraktionsvors FDP), Florence GAUB (Sicherheitsexpertin), Claudia KEMFERT (Energieökonomin) und Wolfram WEIMER (Publizist, ""The European"") über die Schwerpunktthemen: den Gasnotfallplan der Bundesregierung; den Umgang der Bundesregierung mit der Gasknappheit in Deutschland; die Möglichkeiten, die Gasknappheit mit mehr Kohlekraft und Atomkraft oder Fracking-Gas auszugleichen; die Wirkung der Sanktionen gegen Russland; die Chancen auf eine diplomatische Lösung vom Ukraine-Konflikt; die aktuelle Entwicklung in der Ukraine und über die militärischen Ressourcen der Kriegsparteien.",Alexander GRAF,Florence GAUB,Claudia KEMFERT,Wolfram WEIMER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 23.06.2022,"Markus Lanz, Staffel 15",15,76,1690,23.06.2022,076'18,"23:17:58 - 00:34:16 076'18 O-Ton Interview Markus LANZ mit den Studiogästen Dietmar BARTSCH (Vors Die Linke), Jessica BERLIN (Strategieberaterin), Olivia KORTAS (Journalistin, ""Die Zeit""), und Sönke NEITZEL (Historiker, Professor für Militärgeschichte) über die Schwerpunktthemen: - Russland-Ukraine-Krieg - Waffenlieferungen an die Ukraine - Verhandlungen mit Russland - das ukrainische Parlament - die Rolle der USA im Russland-Ukraine-Krieg - Getreideexporte und Hunger als Druckmittel - die NATO.",Dietmar BARTSCH,Jessica BERLIN,Olivia KORTAS,Sönke NEITZEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 28.06.2022,"Markus Lanz, Staffel 15",15,77,1691,28.06.2022,076'14,"23:23:56 - 00:40:10 076'14 O-Ton Interview Markus LANZ mit den Studiogästen Ralf STEGNER (Mitglied Auswärtiger Ausschuss, MdB SPD), Luisa NEUBAUER (Klimaaktivistin), Yasmine M'BAREK (Journalistin, ""Die Zeit"") und Karen PITTEL (Ökonomin, ifo Institut) über die Schwerpunktthemen: die Ergebnisse vom G7-Gipfel; der Umgang der Politik mit der Energiekrise durch den Ukraine-Krieg; der Klimaschutz im Angesicht von Gasknappheit; die Nachhaltigkeit von Atomkraft.",Ralf STEGNER,Luisa NEUBAUER,Yasmine M,Karen PITTEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 29.06.2022,"Markus Lanz, Staffel 15",15,78,1692,29.06.2022,076'32,"23:18:45 - 00:35:17 076'32 O-Ton Interview Markus LANZ mit den Studiogästen Klaus MÜLLER (Präs Bundesnetzagentur, Zuschaltung über Videotelefonie), Gregor Peter SCHMITZ (Chefredakteur ""Stern"") und Liana FIX (Politologin) und Lars KLINGBEIL (Vors SPD) über die Schwerpunktthemen: die hohen Gaspreise und die drohende Gasknappheit; der Umgang der Bundesregierung mit der Gasknappheit und die Kommunikation darüber; das Entlastungspaket der Bundesregierung für die hohen Gaspreise; Prognosen für die Zukunft der Gasversorgung in Deutschland; die Rolle von Deutschland im Ukraine-Krieg und internationaler Außenpolitik; die Bedeutung militärischer Stärke in einer sich verändernden Weltordnung; die Ergebnisse vom G7-Gipfel.",,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 30.06.2022,"Markus Lanz, Staffel 15",15,79,1693,30.06.2022,073'11,"23:19:40 - 00:32:51 073'11 O-Ton Interview Markus LANZ mit den Studiogästen Janine WISSLER (Vors Die Linke), Gerhart BAUM (ehem BMI, FDP), Marina KORMBAKI (Journalistin, ""The Pioneer"") und Karl SCHLÖGEL (Historiker) über die Schwerpunktthemen: der Parteitag von Die Linke und die Position der Partei zur Ukraine und Russland sowie zur NATO; die Bedeutung vom Ukraine-Krieg für eine neue Weltordnung; die Möglichkeiten einer Verhandlungslösung mit Russland; die Gasknappheit in Deutschland und die hohen Gaspreise; die lange Geschichte zwischen Deutschland und Russland sowie Deutschland und der Ukraine; die militärische Aufrüstung in Deutschland.",Janine WISSLER,Gerhart BAUM,Marina KORMBAKI,Karl SCHLÖGEL,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 05.07.2022,"Markus Lanz, Staffel 15",15,80,1694,05.07.2022,076'08,"22:43:28 - 23:59:36 076'08 O-Ton Interview Markus LANZ mit den Studiogästen BMG Karl LAUTERBACH (SPD, Zuschaltung über Videotelefonie), Svenja FLAßPÖHLER (Philosophin), Hendrik STREECK (Virologe) und Roderich KIESEWETTER (Oberst aD, MdB CDU) über die Schwerpunktthemen: die Evaluation der vergangenen Coronamaßnahmen in Deutschland; das neue Infektionsschutzgesetz und die geplanten Coronamaßnahmen für den Herbst; die Entwicklung vom Ukraine-Krieg und die momentane Entwicklung vom Kriegsgeschehen; die Forderung nach einem Stopp von Waffenlieferungen an die Ukraine.",,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 06.07.2022,"Markus Lanz, Staffel 15",15,81,1695,06.07.2022,076'04,"23:14:13 - 00:30:17 076'04 O-Ton Interview Markus LANZ mit den Studiogästen BMWK Robert HABECK (Bündnis 90 / Die Grünen, Zuschaltung über Videotelefonie) und Elmar THEVEßEN (Journalist, Leiter ZDF-Studio Washington) über die Schwerpunktthemen: die Entwicklung der Gaspreise durch den Ukraine-Krieg; die Energiepolitik der Bundesregierung in Bezug auf die Energiekrise; die politischen Möglichkeiten zum Energiesparen; die Aufarbeitung vom Sturm auf das Kapitol in den USA; die rechtskonservative Bewegung bei der Republikanischen Partei; die Gefährdung der Demokratie in den USA.",,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 07.07.2022,"Markus Lanz, Staffel 15",15,82,1696,07.07.2022,074'01,"23:34:22 - 00:48:23 074'01 O-Ton Interview Markus LANZ mit den Studiogästen Sigmar GABRIEL (ehem Vors SPD, ehem BMAUSW), Roman PLETTER (Journalist, ""Die Zeit""), Sabine FISCHER (Politologin, Stiftung Wissenschaft und Politik) und Vassili GOLOD (Journalist, WDR) über die Schwerpunktthemen: die Gasversorgung in Deutschland und drohende Gasnotlage; die Geschichte der deutschen Energiepolitik im Umgang mit russischer Energie; den Bau von Nord Stream 2 im Zusammenhang mit der Annexion der Krim durch Russland; die Bilanz der Russland-Politik vom ehem Außenminister Sigmar Gabriel; die Fehler der deutschen Politik im Umgang mit Russland und der Ukraine; die Entwicklung vom Krieg in der Ukraine.",Sigmar GABRIEL,Roman PLETTER,Sabine FISCHER,Vassili GOLOD,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 12.07.2022,"Markus Lanz, Staffel 15",15,83,1697,12.07.2022,076'25,"22:39:10 - 23:55:35 076'25 O-Ton Interview Markus LANZ mit Studiogast Richard David PRECHT (Philosoph) über die Schwerpunktthemen: globale Verschiebungen und Umbrüche in der Welt; Krisen und Lösungsperspektiven; Veränderung von Gesellschaftsmodellen, Klima, Wirtschaft und Macht-Achsen; Ursachen und Folgen von Klimaveränderungen und Kriegen in Afrika, Verantwortung europäischer Länder als ehemalige Kolonialmächte, Ansatz für eine neue systematische Entwicklungspolitik für Afrika mit Unterstützung durch Europa; Krieg zwischen Russland und der Ukraine, Gründe für Prechts Unterstützung vom Appell „Waffenstillstand jetzt!“; Rolle von China und Indien in der Welt, Wirtschaftswachstum in deren Volkswirtschaften zulasten anderer Länder; Gründe für die Ablehnung von Sanktionen gegen Russland in vielen Ländern der Welt; Einseitigkeit der Medienberichterstattung in Deutschland bezogen auf den Krieg in der Ukraine, Diskrepanz zwischen öffentlicher und veröffentlichter Meinung; Inkonsequenz der sogenannten ""wertegeleiteten Außenpolitik von Annalena Baerbock, mögliche negative Folgen einer tatsächlich konsequent durchgeführten ethischen Außenpolitik; Zusammenhang zwischen dem Wirtschaftssystem der Industrienationen, Klimawandel und Migration; demographische Entwicklungen, Folgen der Alterung von Gesellschaften.",Richard David PRECHT,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 13.07.2022,"Markus Lanz, Staffel 15",15,84,1698,13.07.2022,072'11,"23:34:41 - 00:46:52 072'11 O-Ton Interview Markus LANZ mit dem Studiogast Joachim GAUCK (ehem BPräs) über die Schwerpunktthemen: den Ukraine-Krieg; den Pazifismus unter deutschen Linken; die Entwicklung von Demokratien und autoritären Regimen; der Wandel von Putin zum Autokraten; die Geschichte der Sowjetunion, von Russland und der DDR die Kommunikationsstile von Politikern.",Joachim GAUCK,,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 14.07.2022,"Markus Lanz, Staffel 15",15,85,1699,14.07.2022,073'46,"23:13:29 - 00:27:15 073'46 O-Ton Interview Markus LANZ mit den Studiogästen Maria DUNKEL und ihr Sohn Thomas DUNKEL (beide Flutopfer), David FUHRMANN (Oberbrandmeister der Berufsfeuerwehr Bonn), Herbert REUL (Innenminister Nordrhein-Westfalen, CDU) und Peter WOHLLEBEN (Förster, Autor) über die Schwerpunktthemen: Ein Rückblick auf die Flutkatastrophe von 2021; Fortschritte bei Wiederaufbau, bzw dabei auftretende Probleme; Ansätze zur Verhinderung von zukünftigen Hochwasser, bzw zur Abmilderung von deren Folgen.",Maria DUNKEL,Sohn Thomas DUNKEL,David FUHRMANN,Herbert REUL,Peter WOHLLEBEN,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 16.08.2022,"Markus Lanz, Staffel 15",15,86,1700,16.08.2022,074'59,"22:46:46 - 00:01:45 074'59 O-Ton Interview Markus LANZ mit den Studiogästen Kevin KÜHNERT (GenSekr SPD), Kerstin MÜNSTERMANN (Journalistin, ""Rheinischen Post""), Klaus MÜLLER (Präs Bundesnetzagentur, Zuschaltung über Videotelefonie), Karen PITTEL (Ökonomin, ifo Institut) über die Schwerpunktthemen: die Gasumlage; die sozial gerechte Gestaltung vom Entlastungspaket; die Folgen der Preissteigerung am Gasmarkt; die Finanzierung vom Entlastungspaket mit der Möglichkeit einer Übergewinnsteuer; die Gefahr einer Gasmangellage und der Füllstand der Gasspeicher; die Alternativen zum Ausgleich der Gasmangellage wie LNG-Gas und der Weiterbetrieb von Kohlekraft und Atomkraft.",Kevin KÜHNERT,Kerstin MÜNSTERMANN,,,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 17.08.2022,"Markus Lanz, Staffel 15",15,87,1701,17.08.2022,076'19,"23:10:56 - 00:27:15 076'19 O-Ton Interview Markus LANZ mit den Studiogästen Marie-Agnes STRACK-ZIMMERMANN (Vors Verteidigungsausschuss FDP), Robin ALEXANDER (Journalist ""Die Welt""), Harald LESCH (Wissenschaftsjournalist) und Ulf RÖLLER (ZDF-Korrespondent) über die Schwerpunktthemen: - zur Reaktion von Olaf Scholz auf den Begriff ""Holocaust"" bei der PK von Mahmud Abbas (Präs Palästina) in Berlin - zur Mehrwertsteuer auf die Gasumlage - zu einer Übergewinnsteuer - über Photovoltaik - über die digitale Diktatur in China - über den China-Taiwan-Konflikt.",Agnes STRACK-ZIMMERMANN,Robin ALEXANDER,Harald LESCH,Ulf RÖLLER,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
Markus Lanz 18.08.2022,"Markus Lanz, Staffel 15",15,88,1702,18.08.2022,076'06,"23:32:30 - 00:48:36 076'06 O-Ton Interview Markus LANZ mit den Studiogästen Reiner HASELOFF (MPr Sachsen-Anhalt, CDU), Anne HÄHNIG (Journalistin, ""Die Zeit""), Sönke NEITZEL (Militärexperte) und Rüdiger VON FRITSCH (ehem deutscher Botschafter in Moskau) über die Schwerpunktthemen: die Energiekrise und Gasnotlage; die Fehler der deutschen Russland-Politik; die Sanktionen gegen Russland nach der Annexion der Krim und heute; die Entwicklung vom Krieg in der Ukraine und Prognosen für den Kriegsverlauf; die Besetzung von Atomkraftwerken durch die russische Armee; die Auswirkungen der hohen Gaspreise auf die deutsche Industrie.",Reiner HASELOFF,Anne HÄHNIG,Sönke NEITZEL,Rüdiger VON,,,,,,,,,,,,,,,,,,Q21191270,Q1499182,Q622812,Q43773,Q48989,Q183,Q188
